comuna,ica,fecha,id
comuna 4,15,2024-01-30,24702
comuna 14,78,2024-07-31,16301
comuna 4,74,2024-06-25,2495
comuna 10,42,2024-06-25,22259
comuna 9,23,2024-06-25,38056
comuna 9,32,2024-06-23,31612
comuna 15,57,2024-07-31,6045
comuna 1,92,2024-06-25,18645
comuna 13,45,2024-07-31,14034
comuna 3,79,2024-06-25,6209
comuna 8,65,2024-06-23,39014
comuna 1,37,2024-07-31,26771
comuna 14,87,2024-06-23,19719
comuna 14,48,2024-06-25,47431
comuna 12,94,2024-06-23,33236
comuna 1,32,2024-01-30,42443
comuna 3,30,2024-06-25,8227
comuna 14,10,2024-07-31,25795
comuna 6,63,2024-07-31,19873
comuna 13,58,2024-06-25,41217
comuna 15,44,2024-01-30,14697
comuna 14,17,2024-06-23,11940
comuna 10,11,2024-01-30,9595
comuna 12,65,2024-06-25,27676
comuna 7,98,2024-06-23,25756
comuna 8,22,2024-07-31,36724
comuna 9,50,2024-01-30,27081
comuna 3,88,2024-06-25,4593
comuna 15,12,2024-06-25,23985
comuna 5,19,2024-06-23,46158
comuna 2,21,2024-06-23,15568
comuna 13,58,2024-06-25,592
comuna 9,29,2024-06-25,31062
comuna 7,85,2024-07-31,38495
comuna 10,29,2024-01-30,43303
comuna 9,21,2024-07-31,18395
comuna 10,34,2024-07-31,33870
comuna 2,34,2024-06-23,654
comuna 16,89,2024-07-31,26744
comuna 11,32,2024-07-31,32268
comuna 6,58,2024-07-31,48947
comuna 16,48,2024-06-23,40573
comuna 11,27,2024-06-25,9120
comuna 12,57,2024-06-25,20358
comuna 3,92,2024-06-23,8742
comuna 8,98,2024-07-31,7
comuna 14,57,2024-01-30,23375
comuna 13,25,2024-01-30,46705
comuna 11,40,2024-06-25,31665
comuna 15,62,2024-01-30,24256
comuna 4,69,2024-06-23,11731
comuna 4,80,2024-01-30,24600
comuna 1,14,2024-01-30,47962
comuna 14,40,2024-06-25,18365
comuna 16,37,2024-07-31,9747
comuna 11,53,2024-06-23,49421
comuna 7,57,2024-06-23,39563
comuna 15,43,2024-06-25,48322
comuna 5,97,2024-07-31,39893
comuna 10,27,2024-06-23,9962
comuna 7,81,2024-06-23,7826
comuna 11,98,2024-01-30,24581
comuna 14,100,2024-01-30,37224
comuna 2,12,2024-06-25,4292
comuna 3,75,2024-01-30,21764
comuna 5,57,2024-06-23,46654
comuna 16,82,2024-06-25,17915
comuna 10,76,2024-07-31,2412
comuna 11,14,2024-01-30,28672
comuna 14,33,2024-06-23,7385
comuna 4,82,2024-07-31,38964
comuna 15,86,2024-07-31,29739
comuna 6,91,2024-06-23,16094
comuna 13,41,2024-01-30,48614
comuna 15,69,2024-01-30,49939
comuna 6,30,2024-06-25,3963
comuna 15,69,2024-07-31,26748
comuna 10,44,2024-01-30,10993
comuna 1,97,2024-06-23,46214
comuna 13,98,2024-06-23,154
comuna 4,37,2024-01-30,9989
comuna 15,80,2024-06-23,1715
comuna 12,76,2024-07-31,15662
comuna 1,89,2024-06-23,48300
comuna 1,40,2024-07-31,42394
comuna 4,68,2024-01-30,46060
comuna 2,86,2024-06-25,34348
comuna 3,49,2024-06-25,2801
comuna 13,20,2024-01-30,23625
comuna 3,71,2024-01-30,8952
comuna 16,43,2024-06-25,24963
comuna 7,76,2024-07-31,7110
comuna 15,68,2024-07-31,30349
comuna 9,63,2024-06-25,32619
comuna 12,73,2024-06-23,31379
comuna 6,33,2024-06-25,31973
comuna 10,100,2024-01-30,47240
comuna 8,99,2024-06-25,23376
comuna 8,34,2024-07-31,14372
comuna 14,90,2024-06-23,46498
comuna 13,15,2024-06-25,19736
comuna 10,55,2024-06-25,19916
comuna 3,57,2024-06-23,35386
comuna 15,30,2024-01-30,4353
comuna 10,76,2024-01-30,3523
comuna 1,65,2024-06-23,24161
comuna 14,97,2024-01-30,25352
comuna 5,68,2024-06-25,9325
comuna 16,56,2024-06-25,10519
comuna 10,94,2024-01-30,386
comuna 11,23,2024-06-23,3358
comuna 4,35,2024-01-30,46619
comuna 1,95,2024-06-25,34696
comuna 15,89,2024-06-25,31349
comuna 2,66,2024-07-31,28549
comuna 11,38,2024-06-23,30618
comuna 10,59,2024-01-30,10700
comuna 6,23,2024-06-25,40778
comuna 12,24,2024-07-31,49957
comuna 1,57,2024-06-25,18536
comuna 14,98,2024-06-25,46719
comuna 11,86,2024-07-31,49412
comuna 14,38,2024-07-31,48321
comuna 13,79,2024-07-31,39464
comuna 10,85,2024-07-31,32355
comuna 3,78,2024-06-23,21867
comuna 3,90,2024-01-30,451
comuna 2,48,2024-01-30,12124
comuna 8,12,2024-06-23,24872
comuna 3,92,2024-01-30,13130
comuna 3,22,2024-07-31,30872
comuna 10,60,2024-06-23,16073
comuna 9,62,2024-06-25,30448
comuna 3,91,2024-07-31,28613
comuna 7,87,2024-07-31,7590
comuna 3,33,2024-07-31,39996
comuna 3,77,2024-01-30,42967
comuna 3,51,2024-01-30,31151
comuna 7,73,2024-07-31,20506
comuna 6,45,2024-01-30,3018
comuna 3,72,2024-01-30,42364
comuna 12,48,2024-06-23,9007
comuna 1,94,2024-07-31,20951
comuna 11,13,2024-07-31,32174
comuna 12,55,2024-01-30,42380
comuna 1,28,2024-07-31,19671
comuna 9,23,2024-06-23,49516
comuna 1,98,2024-01-30,8252
comuna 13,26,2024-06-25,35899
comuna 3,25,2024-01-30,6469
comuna 2,15,2024-01-30,32987
comuna 4,31,2024-06-25,22320
comuna 10,49,2024-06-25,29834
comuna 8,30,2024-01-30,33282
comuna 11,48,2024-06-25,44885
comuna 4,89,2024-06-25,43574
comuna 7,66,2024-01-30,20882
comuna 16,73,2024-01-30,33372
comuna 10,97,2024-06-23,4730
comuna 9,26,2024-06-23,47128
comuna 11,43,2024-06-25,2951
comuna 6,51,2024-06-23,35707
comuna 3,79,2024-07-31,43161
comuna 15,99,2024-01-30,47097
comuna 13,20,2024-06-23,45999
comuna 2,72,2024-01-30,14831
comuna 1,77,2024-01-30,35343
comuna 5,40,2024-06-25,27595
comuna 13,91,2024-01-30,29143
comuna 15,11,2024-07-31,22447
comuna 12,81,2024-07-31,35192
comuna 1,19,2024-07-31,28685
comuna 10,70,2024-01-30,15300
comuna 6,40,2024-06-23,22852
comuna 4,29,2024-07-31,31229
comuna 8,42,2024-06-23,41846
comuna 16,77,2024-01-30,23820
comuna 5,32,2024-06-25,9216
comuna 8,77,2024-01-30,32712
comuna 12,80,2024-06-25,35092
comuna 10,56,2024-01-30,37120
comuna 7,60,2024-06-23,4064
comuna 14,36,2024-07-31,36293
comuna 6,55,2024-06-25,22770
comuna 15,83,2024-06-23,11353
comuna 10,58,2024-01-30,10975
comuna 12,14,2024-01-30,8003
comuna 8,33,2024-07-31,45726
comuna 9,60,2024-01-30,6213
comuna 10,17,2024-06-25,42127
comuna 8,75,2024-06-25,6645
comuna 16,94,2024-07-31,30965
comuna 12,39,2024-06-23,44766
comuna 12,51,2024-06-23,12389
comuna 3,69,2024-01-30,39344
comuna 6,24,2024-06-25,25707
comuna 14,78,2024-01-30,49715
comuna 7,14,2024-01-30,14102
comuna 3,86,2024-07-31,23121
comuna 8,66,2024-07-31,46710
comuna 11,65,2024-06-25,6182
comuna 9,46,2024-07-31,27655
comuna 9,73,2024-07-31,32689
comuna 12,18,2024-01-30,48922
comuna 2,11,2024-01-30,12386
comuna 4,31,2024-01-30,31393
comuna 11,10,2024-07-31,8978
comuna 14,34,2024-06-25,35512
comuna 9,83,2024-01-30,39420
comuna 13,59,2024-06-25,13746
comuna 16,84,2024-07-31,39046
comuna 12,83,2024-06-23,6724
comuna 8,37,2024-01-30,31626
comuna 7,22,2024-06-25,48709
comuna 4,91,2024-06-23,41611
comuna 10,87,2024-06-23,39924
comuna 7,15,2024-01-30,38726
comuna 3,45,2024-06-23,42681
comuna 10,59,2024-06-23,16141
comuna 2,34,2024-06-23,4750
comuna 11,47,2024-07-31,25318
comuna 12,88,2024-01-30,27826
comuna 10,64,2024-01-30,1694
comuna 12,71,2024-01-30,4289
comuna 15,93,2024-06-25,12314
comuna 5,36,2024-01-30,49916
comuna 8,79,2024-01-30,232
comuna 3,59,2024-06-25,9603
comuna 11,32,2024-07-31,10508
comuna 15,52,2024-01-30,17339
comuna 15,67,2024-06-23,48903
comuna 6,89,2024-06-23,25896
comuna 2,95,2024-01-30,26729
comuna 9,62,2024-06-25,8217
comuna 7,61,2024-01-30,43635
comuna 13,93,2024-06-23,35444
comuna 4,50,2024-07-31,13793
comuna 14,18,2024-01-30,13253
comuna 11,25,2024-07-31,25435
comuna 12,87,2024-06-23,29049
comuna 16,27,2024-07-31,6404
comuna 14,37,2024-06-25,36946
comuna 5,15,2024-07-31,20278
comuna 3,96,2024-07-31,39272
comuna 12,83,2024-07-31,45500
comuna 5,85,2024-01-30,38951
comuna 11,70,2024-01-30,2320
comuna 4,85,2024-06-25,40842
comuna 3,56,2024-07-31,14579
comuna 6,93,2024-07-31,11315
comuna 13,10,2024-07-31,8673
comuna 5,51,2024-01-30,1903
comuna 14,45,2024-01-30,5279
comuna 16,98,2024-06-23,41986
comuna 4,30,2024-06-23,22363
comuna 10,40,2024-01-30,3219
comuna 14,57,2024-06-23,23014
comuna 13,31,2024-07-31,18262
comuna 14,23,2024-06-25,21995
comuna 6,21,2024-07-31,30525
comuna 12,97,2024-01-30,21639
comuna 1,32,2024-06-25,41489
comuna 9,42,2024-01-30,2388
comuna 8,37,2024-07-31,35247
comuna 8,83,2024-06-25,21896
comuna 5,67,2024-07-31,19964
comuna 8,64,2024-06-23,15192
comuna 4,12,2024-07-31,23882
comuna 3,55,2024-07-31,8554
comuna 12,43,2024-07-31,3073
comuna 1,30,2024-07-31,36734
comuna 13,19,2024-07-31,44710
comuna 15,42,2024-07-31,47594
comuna 4,92,2024-06-23,7700
comuna 5,10,2024-07-31,44806
comuna 7,66,2024-01-30,37087
comuna 12,63,2024-07-31,39854
comuna 1,39,2024-07-31,36783
comuna 4,54,2024-06-25,12134
comuna 4,12,2024-06-25,39161
comuna 14,59,2024-07-31,22401
comuna 6,40,2024-06-23,26141
comuna 12,100,2024-01-30,26734
comuna 5,59,2024-06-25,46399
comuna 16,31,2024-06-23,30908
comuna 16,94,2024-06-25,17973
comuna 4,49,2024-06-25,26586
comuna 1,30,2024-06-23,7901
comuna 9,29,2024-06-23,14626
comuna 10,52,2024-06-23,8003
comuna 6,37,2024-01-30,42356
comuna 11,92,2024-06-23,43064
comuna 5,16,2024-06-23,29777
comuna 11,78,2024-07-31,36234
comuna 5,19,2024-06-23,4075
comuna 11,48,2024-06-23,32671
comuna 8,93,2024-07-31,1469
comuna 11,81,2024-06-23,2877
comuna 2,12,2024-06-25,38632
comuna 8,14,2024-06-25,22233
comuna 15,26,2024-07-31,10294
comuna 15,68,2024-06-25,10723
comuna 3,39,2024-01-30,30301
comuna 7,56,2024-06-25,33240
comuna 2,88,2024-07-31,32241
comuna 3,46,2024-06-23,18853
comuna 1,65,2024-06-23,28214
comuna 14,11,2024-07-31,25442
comuna 6,53,2024-06-23,19682
comuna 5,75,2024-01-30,13418
comuna 16,53,2024-06-25,37401
comuna 12,46,2024-01-30,16962
comuna 6,32,2024-01-30,17110
comuna 8,94,2024-06-23,13803
comuna 11,25,2024-01-30,17599
comuna 9,55,2024-06-25,45227
comuna 4,26,2024-06-23,13967
comuna 8,36,2024-01-30,44977
comuna 9,16,2024-06-23,34719
comuna 16,24,2024-06-23,23530
comuna 13,26,2024-06-23,22262
comuna 11,80,2024-01-30,9344
comuna 1,98,2024-07-31,34715
comuna 16,46,2024-06-25,7005
comuna 7,66,2024-01-30,10388
comuna 6,26,2024-01-30,40707
comuna 7,77,2024-01-30,14087
comuna 11,60,2024-06-23,22945
comuna 3,83,2024-07-31,13014
comuna 14,99,2024-07-31,27876
comuna 4,54,2024-06-23,17938
comuna 6,52,2024-06-25,5987
comuna 13,39,2024-06-23,9438
comuna 15,90,2024-06-23,9195
comuna 14,31,2024-01-30,25845
comuna 12,59,2024-01-30,19317
comuna 12,87,2024-06-23,34725
comuna 1,65,2024-07-31,46236
comuna 7,56,2024-07-31,29653
comuna 14,92,2024-07-31,24579
comuna 12,31,2024-07-31,20595
comuna 3,91,2024-06-23,39079
comuna 10,85,2024-06-23,35818
comuna 15,25,2024-01-30,31299
comuna 13,90,2024-06-23,1100
comuna 16,28,2024-06-23,22106
comuna 16,53,2024-01-30,25296
comuna 6,69,2024-01-30,44127
comuna 14,22,2024-06-23,48316
comuna 12,85,2024-07-31,30372
comuna 16,25,2024-01-30,38178
comuna 2,86,2024-06-23,33527
comuna 5,66,2024-06-25,18787
comuna 8,97,2024-01-30,21882
comuna 10,38,2024-06-25,45105
comuna 13,78,2024-06-23,1749
comuna 10,45,2024-07-31,2639
comuna 16,43,2024-06-23,13539
comuna 4,32,2024-06-23,22618
comuna 6,46,2024-06-25,27796
comuna 14,77,2024-01-30,34569
comuna 16,39,2024-01-30,24765
comuna 6,18,2024-01-30,37515
comuna 6,72,2024-06-25,28770
comuna 15,29,2024-01-30,16659
comuna 13,54,2024-07-31,24494
comuna 7,14,2024-06-23,41186
comuna 1,82,2024-06-23,3568
comuna 3,61,2024-07-31,34844
comuna 8,63,2024-06-23,10982
comuna 10,92,2024-07-31,42574
comuna 12,46,2024-06-23,28365
comuna 8,82,2024-06-25,38793
comuna 6,24,2024-01-30,14663
comuna 16,13,2024-06-23,19252
comuna 1,26,2024-07-31,30249
comuna 3,67,2024-07-31,18406
comuna 13,55,2024-01-30,2509
comuna 13,30,2024-01-30,44658
comuna 13,89,2024-06-25,37495
comuna 1,44,2024-06-23,23589
comuna 6,96,2024-06-25,21555
comuna 10,14,2024-06-23,6450
comuna 11,61,2024-07-31,46936
comuna 8,60,2024-06-23,10701
comuna 5,99,2024-07-31,47380
comuna 9,45,2024-07-31,12693
comuna 13,24,2024-01-30,13266
comuna 1,38,2024-06-25,46398
comuna 11,63,2024-06-23,37946
comuna 7,79,2024-06-25,32652
comuna 10,64,2024-07-31,44916
comuna 10,88,2024-06-23,16515
comuna 13,69,2024-06-23,39296
comuna 4,96,2024-07-31,4860
comuna 9,67,2024-01-30,20098
comuna 2,14,2024-07-31,3101
comuna 1,60,2024-07-31,12346
comuna 11,68,2024-01-30,8355
comuna 2,95,2024-06-25,3161
comuna 10,24,2024-01-30,22835
comuna 12,57,2024-06-23,4811
comuna 1,75,2024-01-30,16410
comuna 3,52,2024-07-31,47864
comuna 2,40,2024-07-31,45563
comuna 11,50,2024-07-31,30410
comuna 4,38,2024-01-30,46714
comuna 6,91,2024-06-25,27983
comuna 11,91,2024-06-23,26872
comuna 9,46,2024-07-31,37353
comuna 15,64,2024-01-30,9003
comuna 7,60,2024-07-31,4661
comuna 11,42,2024-01-30,29171
comuna 14,44,2024-07-31,32649
comuna 9,75,2024-06-23,13751
comuna 11,15,2024-06-23,17203
comuna 11,92,2024-06-23,27811
comuna 6,98,2024-01-30,49131
comuna 15,70,2024-06-23,25820
comuna 7,90,2024-07-31,35949
comuna 4,83,2024-01-30,6673
comuna 11,98,2024-06-23,5552
comuna 7,18,2024-07-31,37090
comuna 10,33,2024-06-23,5744
comuna 9,99,2024-06-23,9041
comuna 12,36,2024-06-23,21808
comuna 16,76,2024-06-25,40032
comuna 3,33,2024-06-25,41660
comuna 13,52,2024-01-30,33234
comuna 8,30,2024-06-23,10207
comuna 2,42,2024-06-23,49945
comuna 5,90,2024-06-23,28145
comuna 13,16,2024-06-25,13274
comuna 5,94,2024-07-31,48023
comuna 5,89,2024-01-30,25660
comuna 2,11,2024-06-23,5672
comuna 1,30,2024-01-30,4317
comuna 9,95,2024-01-30,36225
comuna 16,35,2024-07-31,22316
comuna 14,39,2024-07-31,40141
comuna 6,100,2024-01-30,17870
comuna 16,72,2024-01-30,5289
comuna 15,32,2024-06-25,5096
comuna 3,99,2024-07-31,12243
comuna 7,30,2024-07-31,49408
comuna 4,61,2024-06-23,46430
